Joshua Project People Group Data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ROG3;Ctry;PeopleID3;ROP3;PeopNameAcrossCountries;PeopNameInCountry;Population;JPScale;LeastReached;Frontier;ROL3;PrimaryLanguageName;BibleStatus;RLG3;PrimaryReligion;PercentAdherents;PctChristianRange;PercentEvangelical;PctEvangelicalRange;ROP1;PeopleID1;AffinityBloc;PeopleID2;ROP2;PeopleCluster;RegionCode;RegionName;ROG2;Continent;10_40Window;CountOfCountries;IndigenousCode;WorkersNeeded;Latitude;Longitude
CM;Cameroon;10557;100733;Bafumen;Bafumen;70000;4;N;N;bfm;Mmen;4;1;Christianity;73;50-100%;3;2-5%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.43871;10.25519
CM;Cameroon;14926;108972;Baggara, Shuwa Arab;Baggara, Shuwa Arab;214000;1;Y;Y;shu;Arabic, Chadian;5;6;Islam;0.019;0-0.1%;0.016;0-0.1%;A001;10;Arab World;116;C0018;Arab, Shuwa;8;Africa, West and Central;AFR;Africa;N;7;N;4;12.43351;14.60394
CM;Cameroon;18820;114591;Bagyele;Bagyele;6500;4;N;N;gyi;Gyeli;3;4;Ethnic Religions;46.8;10-50%;8;5-10%;A013;22;Sub-Saharan Peoples;273;C0184;Pygmy;8;Africa, West and Central;AFR;Africa;N;1;Y;;2.81808;10.34074
CM;Cameroon;10589;100814;Bakaka;Bakaka;64000;5;N;N;bqz;Bakaka;2;1;Christianity;75;50-100%;15;10-50%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.77921;9.81829
CM;Cameroon;10593;100822;Bakoko;Bakoko, Basoo;166000;4;N;N;bkh;Bakoko;4;1;Christianity;70;50-100%;2.5;2-5%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;3.48699;9.99965
CM;Cameroon;10594;100823;Bakole;Bakole, Bamusso;1000;3;N;N;fra;French;5;1;Christianity;74;50-100%;1;0.1-2%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.42941;8.95517
CM;Cameroon;10595;100824;Bakossi;Bakossi;199000;4;N;N;bss;Akoose;4;1;Christianity;70;50-100%;10;5-10%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.94936;9.65544
CM;Cameroon;12903;105512;Bakoum;Bakoum;20000;4;N;N;kwu;Kwakum;2;1;Christianity;70;50-100%;2.5;2-5%;A013;22;Sub-Saharan Peoples;334;C0258;Bantu, Central-Congo;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.32325;13.64727
CM;Cameroon;10599;100830;Bakwele;Bakwele;1900;3;N;N;bkw;Bekwel;4;1;Christianity;66;50-100%;0.4;0.1-2%;A013;22;Sub-Saharan Peoples;334;C0258;Bantu, Central-Congo;8;Africa, West and Central;AFR;Africa;N;3;N;;2.05253;15.15954
CM;Cameroon;18767;114439;Bali, Mungaka;Bali, Mungaka;166000;4;N;N;mhk;Mungaka;5;4;Ethnic Religions;30;10-50%;6;5-10%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.90531;10.01838
CM;Cameroon;10609;100854;Balo;Balo;4600;4;N;N;bqo;Balo;1;1;Christianity;66;50-100%;3;2-5%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.1284;9.69858
CM;Cameroon;10612;100919;Bamali;Bamali, Ngoobechop;18000;3;N;N;bbq;Chopechop;3;1;Christianity;70;50-100%;2;0.1-2%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.91692;10.45196
CM;Cameroon;10615;100923;Bambalang;Bambalang;48000;4;N;N;bmo;Chrambo;4;1;Christianity;74;50-100%;3;2-5%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.85899;10.54399
CM;Cameroon;10618;100926;Bambili;Bambili;32000;4;N;N;baw;Bambili-Bambui;2;1;Christianity;70;50-100%;3;2-5%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.10567;10.22428
CM;Cameroon;10619;100928;Bamenyam;Bamenyam, Bagam;9400;4;N;N;bce;Mengambo;2;1;Christianity;74;50-100%;5;2-5%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.76956;10.3337
CM;Cameroon;10622;100931;Bamileke-Bakwa, Bakoa;Bamileke-Bakwa, Bakoa;2300;3;N;N;bko;Nsiteu;2;1;Christianity;70;50-100%;1;0.1-2%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.88679;10.34381
CM;Cameroon;10623;100932;Bamileke-Bamenjou;Bamileke-Bamenjou;334000;4;N;N;bbj;Ghomala;4;1;Christianity;75;50-100%;7;5-10%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.39619;10.35202
CM;Cameroon;10624;100933;Bamileke-Bandjoun, Ghomala;Bamileke-Bandjoun, Ghomala;924000;4;N;N;bbj;Ghomala;4;1;Christianity;74;50-100%;8;5-10%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.39619;10.35202
CM;Cameroon;10625;100934;Bamileke-Batcham;Bamileke-Batcham;484000;4;N;N;nnh;Ngiemboon;5;1;Christianity;76;50-100%;6;5-10%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.56302;10.12333
CM;Cameroon;10620;100929;Bamileke-Fefe;Bamileke-Fefe, Bafang;234000;4;N;N;fmp;Fefe;3;1;Christianity;75;50-100%;5;2-5%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.17665;10.14903
CM;Cameroon;10626;100935;Bamileke-Medumba;Bamileke-Medumba;538000;4;N;N;byv;Medumba;5;1;Christianity;74;50-100%;10;5-10%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.08656;10.57132
CM;Cameroon;10621;100930;Bamileke-Ndanda;Bamileke-Ndanda;26000;4;N;N;nnz;Nda'nda';2;1;Christianity;76;50-100%;3.5;2-5%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.17392;10.36754
CM;Cameroon;10627;100936;Bamileke-Ngombale;Bamileke-Ngombale, Babadjou;109000;4;N;N;nla;Ngombale;4;1;Christianity;74;50-100%;5;2-5%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.70497;10.14372
CM;Cameroon;10628;100937;Bamileke-Tchang;Bamileke-Tchang;750000;4;N;N;ybb;Yemba;4;1;Christianity;72;50-100%;8;5-10%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.451;10.0309
CM;Cameroon;10630;100939;Bamukumbit;Bamukumbit;20000;4;N;N;bqt;Mankong;3;1;Christianity;76;50-100%;5;2-5%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.88233;10.33985
CM;Cameroon;10633;100943;Banagere;Banagere, Iyon;46000;4;N;N;iyo;Mesaka;2;1;Christianity;72;50-100%;6;5-10%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.32208;9.87508
CM;Cameroon;10634;100945;Banana, Mussei;Banana, Mussei;84000;5;N;N;mse;Musey;5;4;Ethnic Religions;40;10-50%;12;10-50%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;N;;9.98683;15.37576
CM;Cameroon;13277;107156;Bandem;Bandem;20000;2;N;N;nml;Ndemli;2;6;Islam;30;10-50%;0.7;0.1-2%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.67108;10.21929
CM;Cameroon;10647;100978;Bangando;Bangandu;10000;4;N;N;bgf;Bangandu;3;1;Christianity;69;50-100%;3;2-5%;A013;22;Sub-Saharan Peoples;334;C0258;Bantu, Central-Congo;8;Africa, West and Central;AFR;Africa;N;2;Y;;2.29884;15.34668
CM;Cameroon;10652;100986;Bango;Bango;8200;3;N;N;baf;Nubaca;2;1;Christianity;62;50-100%;0.4;0.1-2%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.36358;11.04535
CM;Cameroon;10654;100988;Bangolan;Bangolan;22000;2;N;N;bgj;Mendenkye;3;6;Islam;40;10-50%;2;0.1-2%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.01285;10.66486
CM;Cameroon;14048;107485;Nso;Banso, Nso;401000;5;N;N;lns;Lamnso';5;1;Christianity;71;50-100%;12;10-50%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;2;Y;;6.19135;10.80252
CM;Cameroon;10694;101081;Barombi;Barombi, Lambi;5800;4;N;N;bbi;Barombi;2;4;Ethnic Religions;25;10-50%;3;2-5%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.64008;9.2535
CM;Cameroon;19155;115045;Basaa, Cameroon;Basaa, Cameroon;501000;5;N;N;bas;Basaa;5;1;Christianity;73;50-100%;13;10-50%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;3.94855;10.45646
CM;Cameroon;18922;114895;Bassar, Ntcham;Bassar, Ntcham;3200;2;N;N;bud;Ntcham;5;4;Ethnic Religions;18;10-50%;1.5;0.1-2%;A013;22;Sub-Saharan Peoples;183;C0087;Gur;8;Africa, West and Central;AFR;Africa;N;3;N;;5.907292;9.583813
CM;Cameroon;10712;101115;Bassossi;Bassossi, Sosi;9400;4;N;N;bsi;Bassossi;2;1;Christianity;72;50-100%;3;2-5%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.28137;9.55139
CM;Cameroon;10724;101130;Batangan;Batangan;15000;4;N;N;bnm;Batanga;3;1;Christianity;74;50-100%;8;5-10%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;2;N;;2.74659;9.93167
CM;Cameroon;10714;101119;Bate;Bate;17000;4;N;N;bta;Bata;2;6;Islam;15;10-50%;8;5-10%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;N;;8.94949;12.8944
CM;Cameroon;19165;115235;Bati, Bush Bati;Bati, Bush Bati;3300;4;N;N;btc;Bati (Cameroon);2;1;Christianity;74;50-100%;3;2-5%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.28472;11.05969
CM;Cameroon;19336;115048;Beba;Beba;5900;2;N;N;bfp;Beba;2;4;Ethnic Religions;40;10-50%;2;0.1-2%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.3314;9.7415
CM;Cameroon;10750;101181;Bebe;Bebe;5000;3;N;N;bzv;Naami;4;1;Christianity;61;50-100%;0.4;0.1-2%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.74715;10.573
CM;Cameroon;10751;101182;Bebele;Bebele;109000;4;N;N;beb;Bebele;2;1;Christianity;70;50-100%;2.4;2-5%;A013;22;Sub-Saharan Peoples;334;C0258;Bantu, Central-Congo;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.79584;12.85126
CM;Cameroon;10753;101184;Bebil;Bebil;15000;3;N;N;bxp;Bebil;2;1;Christianity;69;50-100%;0.7;0.1-2%;A013;22;Sub-Saharan Peoples;334;C0258;Bantu, Central-Congo;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.85521;13.36527
CM;Cameroon;13692;106568;Becheve;Becheve;18000;4;N;N;bec;Iceve-Maci;3;4;Ethnic Religions;35;10-50%;10;5-10%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;2;Y;;6.33059;9.50422
CM;Cameroon;10761;101199;Beezen;Beezen;900;2;N;N;bnz;Beezen;1;4;Ethnic Religions;45;10-50%;0.3;0.1-2%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.81627;10.10574
CM;Cameroon;10778;101236;Belip;Belip;21000;3;N;N;ekm;Nulibie;4;1;Christianity;60;50-100%;0.7;0.1-2%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.46563;11.19792
CM;Cameroon;10797;101265;Benyi;Benyi;9900;3;N;N;mmu;Numala;4;1;Christianity;69;50-100%;0.6;0.1-2%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.52303;11.06658
CM;Cameroon;10820;101303;Betsinga;Betsinga, Sanaga;86000;4;N;N;bag;Tuki;4;1;Christianity;75;50-100%;7;5-10%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.75819;11.40884
CM;Cameroon;10831;101413;Biba-Befang;Biba-Befang;5700;4;N;N;bby;Befang;2;1;Christianity;74;50-100%;7;5-10%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.27964;10.02832
CM;Cameroon;10841;101434;Bikele-Bikay;Bikele-Bikay;19000;3;N;N;biw;Kol (Cameroon);2;1;Christianity;70;50-100%;2;0.1-2%;A013;22;Sub-Saharan Peoples;334;C0258;Bantu, Central-Congo;8;Africa, West and Central;AFR;Africa;N;1;Y;;3.65395;12.82155
CM;Cameroon;10884;101502;Bitare;Bitare;12000;4;N;N;brt;Bitare;2;1;Christianity;74;50-100%;7;5-10%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;2;N;;6.73336;11.849
CM;Cameroon;10899;101524;Bobe;Bobe;2300;3;N;N;bbx;Bubia;0;1;Christianity;70;50-100%;1.5;0.1-2%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.03026;9.24256
CM;Cameroon;10910;101556;Bokwa-Kendem;Bokwa-Kendem;3000;3;N;N;kvm;Kendem;1;1;Christianity;66;50-100%;2;0.1-2%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.77348;9.62748
CM;Cameroon;10911;101557;Bokyi;Bokyi, Boki;8300;4;N;N;bky;Bokyi;5;1;Christianity;73;50-100%;5;2-5%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;2;N;;5.97274;9.10291
CM;Cameroon;10925;101580;Bomboko;Bomboko;9500;3;N;N;bqm;Wumboko;3;1;Christianity;66;50-100%;1.5;0.1-2%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.27515;9.08758
CM;Cameroon;10928;101585;Bomwali;Bomwali;12000;3;N;N;bmw;Bomwali;2;1;Christianity;69;50-100%;1;0.1-2%;A013;22;Sub-Saharan Peoples;334;C0258;Bantu, Central-Congo;8;Africa, West and Central;AFR;Africa;N;2;N;;1.90302;15.82929
CM;Cameroon;19337;115054;Bonkeng;Bonkeng;6000;4;N;N;bvg;Bonkeng;2;4;Ethnic Religions;40;10-50%;4;2-5%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.64327;9.75985
CM;Cameroon;11007;101731;Bulu Fang;Bulu Fang;1414000;5;N;N;bum;Bulu (Cameroon);5;1;Christianity;72;50-100%;10.748;10-50%;A013;22;Sub-Saharan Peoples;334;C0258;Bantu, Central-Congo;8;Africa, West and Central;AFR;Africa;N;2;Y;;3.231591208;11.69624844
CM;Cameroon;11008;101733;Bulu-Ewondo Creole;Bulu-Ewondo Creole;64000;4;N;N;ewo;Ewondo;5;1;Christianity;68;50-100%;7;5-10%;A013;22;Sub-Saharan Peoples;334;C0258;Bantu, Central-Congo;8;Africa, West and Central;AFR;Africa;N;1;Y;;3.16141;11.63646
CM;Cameroon;11009;101734;Bum;Bum;43000;5;N;N;bmv;Bum;4;1;Christianity;74;50-100%;20;10-50%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.48599;10.42003
CM;Cameroon;11040;101795;Busam;Busam;3100;3;N;N;bxs;Busam;1;1;Christianity;70;50-100%;1.5;0.1-2%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.86208;9.68104
CM;Cameroon;10975;101682;Buu;Buu;300;3;N;N;boe;Mundabli;1;1;Christianity;62;50-100%;0.3;0.1-2%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.57873;10.271
CM;Cameroon;11050;101813;Buwal;Buwal;14000;2;N;N;bhs;Buwal;4;4;Ethnic Religions;35;10-50%;1.2;0.1-2%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;10.61134;13.88165
CM;Cameroon;11079;101853;Cala;Cala;16000;3;N;N;ckx;Caka;1;1;Christianity;70;50-100%;1.3;0.1-2%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.27047;9.7832
CM;Cameroon;11083;101859;Cameroonian Creole;Cameroonian Creole;1606000;5;N;N;wes;Pidgin, Cameroon;4;1;Christianity;67;50-100%;19.108;10-50%;A013;22;Sub-Saharan Peoples;262;C0173;Sub-Saharan African, other;8;Africa, West and Central;AFR;Africa;N;2;Y;;5.43932;9.80166
CM;Cameroon;19344;115780;Cameroonian Creole, Detribalized;Cameroonian Creole, Detribalized;1801000;5;N;N;fra;French;5;1;Christianity;67;50-100%;16.719;10-50%;A013;22;Sub-Saharan Peoples;262;C0173;Sub-Saharan African, other;8;Africa, West and Central;AFR;Africa;N;2;Y;;4.790771439;9.422225138
CM;Cameroon;11298;101993;Chamba Daka;Chamba Daka;33000;4;N;N;ccg;Samba Daka;3;1;Christianity;50;10-50%;4;2-5%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;2;N;;8.611083782;12.46352235
CM;Cameroon;11299;101994;Chamba Leko;Chamba Leko;58000;4;N;N;ndi;Samba Leko;4;6;Islam;40.56;10-50%;9;5-10%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;2;N;;8.4214;12.45515
CM;Cameroon;22322;119325;Chung;Chung;2600;4;N;N;cnq;Chung (Cameroon);4;1;Christianity;60;50-100%;5;2-5%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.55;10.37
CM;Cameroon;11450;102338;Cuvok;Cuvok;16000;4;N;N;cuv;Cuvok;4;1;Christianity;70;50-100%;4;2-5%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;10.64576;14.00157
CM;Cameroon;11460;102351;Daba;Daba, Daba Kola;40000;2;N;N;dbq;Daba;4;6;Islam;7;5-10%;1.5;0.1-2%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;;10.19458;13.90037
CM;Cameroon;19007;114916;Deaf;Deaf;258000;1;Y;Y;xxx;Language unknown;0;9;Unknown;0;0-0.1%;0;0-0.1%;A017;26;Deaf;328;C0252;Deaf;8;Africa, West and Central;AFR;Africa;N;164;Y;5;3.898052543;11.52868386
CM;Cameroon;11526;102501;Dek;Dek;5900;2;N;N;dek;Dek;0;6;Islam;33;10-50%;0.8;0.1-2%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;1;Y;;11.01828;14.48328
CM;Cameroon;10360;100403;Denya, Anyang;Denya, Anyang;37000;5;N;N;anv;Denya;4;1;Christianity;70;50-100%;12;10-50%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.99999;9.3893
CM;Cameroon;11542;102547;Dghwede;Dghwede;5400;5;N;N;dgh;Dghwede;4;6;Islam;30;10-50%;25;10-50%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;N;;11.005476;13.903376
CM;Cameroon;11558;102609;Dii;Dii, Yag Dii;74000;2;N;N;dur;Dii;4;1;Christianity;45;10-50%;1.3;0.1-2%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;1;Y;;8.00336;14.01575
CM;Cameroon;20518;102611;Dimbong;Dimbong;62000;3;N;N;dii;Dimbong;0;1;Christianity;55;50-100%;1;0.1-2%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.80551;10.9888
CM;Cameroon;11575;102641;Djanti;Djanti;3600;3;N;N;ngy;Tibea;3;1;Christianity;69;50-100%;0.6;0.1-2%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.29217;11.31603
